"Team ID","News ID","Title","Image","Published Time","Source","URL","Content"
8548,"4B0B77A6DF094192E34A062312394D65","How Amad Diallo stole show in Man Utd win over Man City but he's issued warning","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190188111-1024x681.jpg","2024-12-16T16:30:00.000Z","Rangers News","https://www.rangersnews.uk/news/how-amad-diallo-stole-show-in-manchester-uniteds-win-over-man-city-but-rangers-flop-warned/","Former Amad Diallo looks set to kick on under new Manchester United boss Ruben Amorim after a starring derby day showing. The Red Devils came from behind by striking two late goals for a huge win over Manchester City, consigning Pep Guardiola’s side to"
8548,"0CC764CB2CB3CA62DA7E72A75EFE40F8","Gers star in bold Rangers v Celtic Old Firm derby pledge ahead of January 2nd at Ibrox","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190126642-1024x683.jpg","2024-12-16T16:00:00.000Z","Rangers News","https://www.rangersnews.uk/news/jack-butland-in-bold-rangers-v-celtic-old-firm-derby-pledge-ahead-of-january-2nd-at-ibrox/","Jack Butland insists Rangers did not deserve to lose in the Premier Sports Cup Final against Celtic. The 31-year-old goalkeeper was powerless as Celtic lashed home five penalties against Rangers, with Ridvan Yilmaz missing a decisive spotkick for the Ger"
8548,"EE3B0CB0858CB39E8603C9477B536AE9","'No debate' - Bobby Madden doubles down on 'factual' Celtic vs Rangers penalty call","https://www.glasgowtimes.co.uk/resources/images/18882161/?type=app&htype=0","2024-12-16T15:47:29.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24798577.bobby-madden-doubles-factual-celtic-vs-rangers-penalty-call/?ref=rss","Bobby Madden has doubled down in his assessment that Rangers should have been awarded a penalty against Celtic in the Premier Sports Cup final. Philippe Clement was left furious after a spot-kick was not awarded for a foul on Vaclav Cerny by Liam Scales "
8548,"F357082E0484BB3FBE899E28ED71B9C4","Can Celtic be stopped after League Cup win? What next for Clement's Rangers?","https://e0.365dm.com/24/12/1920x1080/skysports-rodgers-brendan-philippe_6777849.jpg?20241216142301","2024-12-16T15:00:00.000Z","Sky Sports","http://www.skysports.com/football/news/11788/13274833/celtic-beat-rangers-in-league-cup-final-talking-points-from-hampden-park-as-brendan-rodgers-side-win-old-firm-clash","Football The League Cup final ended 3-3 after extra-time before Celtic beat Rangers 5-4 on penalties at Hampden Park; Celtic seal first domestic trophy of the season; Brendan Rodgers' side are nine points clear in the Scottish Premiership and start their"
8548,"FD684D2F727E2DF9FA7567FF37533E0F","Patrick Stewart pictured arriving at Ibrox for first day as new Rangers CEO","https://www.glasgowtimes.co.uk/resources/images/18885026/?type=app&htype=0","2024-12-16T14:15:42.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24798112.new-rangers-ceo-pictured-arriving-ibrox-first-day/?ref=rss","Partick Stewart has checked in at Ibrox on his first day as the new CEO of Rangers. The former Manchester United interim chief executive officially starts in his role at the Scottish Premiership side today. It was announced on Monday, November 25 that St"
8548,"002D66FA011438F1FDBB9D326A06EA9C","Celtic-daft TV star pictured partying with Hoops players after Cup Final win","https://www.glasgowtimes.co.uk/resources/images/18884938/?type=app&htype=0","2024-12-16T13:44:00.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24797839.tv-star-pictured-partying-celtic-team-cup-final/?ref=rss","A delighted Martin Compston has been pictured partying with Celtic players after they won the Premier Sports Cup Final. The Hoops-daft TV star was photographed with the club's captain Callum McGregor, 31, and left-back Greg Taylor, 27, after the match on"
8548,"C633712274F30DF5C45D507ED9E49F4B","Burning Old Firm issue jumps to top of the list for incoming Rangers CEO and chairman","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2153132147-1024x582.jpg","2024-12-16T13:30:00.000Z","Rangers News","https://www.rangersnews.uk/news/burning-old-firm-issue-jumps-to-top-of-the-list-for-incoming-rangers-ceo-and-chairman/","As the dust settles on Rangers’ Hampden heartbreak, a new era is quietly being ushered in at Ibrox. The Rangers support and the club’s manager Philippe Clement are furious after the Gers were denied a blatant penalty in the eventual defeat in the Pre"
8548,"ED57B7B5B99F6F642EFA70A439115A4F","Spurs bounce back and get ex-Rangers star who apologised for awful Ibrox spell the sack","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190135300-1024x683.jpg","2024-12-16T13:00:00.000Z","Rangers News","https://www.rangersnews.uk/news/spurs-bounce-back-and-get-ex-rangers-star-who-apologised-for-awful-ibrox-spell-the-sack/","As Rangers fans lick their wounds following the Old Firm defeat to Celtic, they’ll take little solace in a Europa League draw with Tottenham Hotspur in the days before. The Gers held Spurs 1-1 at Ibrox before taking Celtic all the way to penalties at H"
8548,"24EDBCA51A7D09116D097018C954ED58","James Tavernier proud of Rangers players who took penalties vs Celtic","https://www.glasgowtimes.co.uk/resources/images/18884394/?type=app&htype=0","2024-12-16T12:56:36.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24797780.rangers-captain-proud-players-hit-penalties-vs-celtic/?ref=rss","James Tavernier insists he was proud of Ridvan Yilmaz for being 'man enough' to take a penalty in Rangers' Scottish League Cup final loss to Celtic. The Turkish defender was the only player to miss from the spot at the national stadium after the Old Firm"
8548,"56336957F20B0490893A1305CCF8BAD3","Disorder before Rangers v Celtic match slammed as being 'utterly unacceptable'","https://www.glasgowtimes.co.uk/resources/images/18884535/?type=app&htype=0","2024-12-16T12:52:30.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24797764.disorder-old-firm-game-utterly-unacceptable/?ref=rss","Disorder before the Old Firm game on Sunday was “completely and utterly unacceptable”, First Minister John Swinney said. Videos on social media have shown hundreds of fans running along Argyle Street in Glasgow ahead of the League Cup Final between R"
